date,X,Y,Z,OT
17347,-1.14E+01,-1.80E+01,2.11E+01,2.11E+01
17348,-1.27E+01,-1.93E+01,2.41E+01,2.41E+01
17349,-1.40E+01,-1.99E+01,2.77E+01,2.77E+01
17350,-1.52E+01,-1.96E+01,3.18E+01,3.18E+01
17351,-1.61E+01,-1.80E+01,3.60E+01,3.60E+01
17352,-1.65E+01,-1.51E+01,3.99E+01,3.99E+01
17353,-1.62E+01,-1.09E+01,4.27E+01,4.27E+01
17354,-1.51E+01,-5.88E+00,4.40E+01,4.40E+01
17355,-1.33E+01,-9.39E-01,4.34E+01,4.34E+01
17356,-1.08E+01,3.17E+00,4.13E+01,4.13E+01
17357,-8.01E+00,5.98E+00,3.84E+01,3.84E+01
17358,-5.21E+00,7.54E+00,3.54E+01,3.54E+01
17359,-2.66E+00,8.16E+00,3.28E+01,3.28E+01
17360,-4.97E-01,8.25E+00,3.06E+01,3.06E+01
17361,1.25E+00,8.11E+00,2.89E+01,2.89E+01
17362,2.62E+00,7.93E+00,2.75E+01,2.75E+01
17363,3.68E+00,7.79E+00,2.65E+01,2.65E+01
17364,4.51E+00,7.75E+00,2.56E+01,2.56E+01
17365,5.16E+00,7.81E+00,2.50E+01,2.50E+01
17366,5.69E+00,7.96E+00,2.44E+01,2.44E+01
17367,6.14E+00,8.21E+00,2.40E+01,2.40E+01
17368,6.56E+00,8.53E+00,2.38E+01,2.38E+01
17369,6.95E+00,8.91E+00,2.36E+01,2.36E+01
17370,7.34E+00,9.34E+00,2.36E+01,2.36E+01
17371,7.74E+00,9.80E+00,2.37E+01,2.37E+01
17372,8.16E+00,1.03E+01,2.40E+01,2.40E+01
17373,8.58E+00,1.07E+01,2.44E+01,2.44E+01
17374,9.01E+00,1.11E+01,2.49E+01,2.49E+01
17375,9.43E+00,1.15E+01,2.56E+01,2.56E+01
17376,9.84E+00,1.17E+01,2.64E+01,2.64E+01
17377,1.02E+01,1.18E+01,2.73E+01,2.73E+01
17378,1.05E+01,1.17E+01,2.82E+01,2.82E+01
17379,1.08E+01,1.14E+01,2.92E+01,2.92E+01
17380,1.09E+01,1.09E+01,3.01E+01,3.01E+01
17381,1.09E+01,1.03E+01,3.09E+01,3.09E+01
17382,1.08E+01,9.43E+00,3.14E+01,3.14E+01
17383,1.05E+01,8.50E+00,3.18E+01,3.18E+01
17384,1.01E+01,7.53E+00,3.19E+01,3.19E+01
17385,9.59E+00,6.59E+00,3.17E+01,3.17E+01
17386,8.99E+00,5.75E+00,3.13E+01,3.13E+01
17387,8.34E+00,5.05E+00,3.06E+01,3.06E+01
17388,7.68E+00,4.51E+00,2.99E+01,2.99E+01
17389,7.05E+00,4.13E+00,2.90E+01,2.90E+01
17390,6.46E+00,3.91E+00,2.80E+01,2.80E+01
17391,5.95E+00,3.84E+00,2.70E+01,2.70E+01
17392,5.53E+00,3.88E+00,2.60E+01,2.60E+01
17393,5.20E+00,4.02E+00,2.51E+01,2.51E+01
17394,4.96E+00,4.25E+00,2.41E+01,2.41E+01
17395,4.82E+00,4.54E+00,2.33E+01,2.33E+01
17396,4.76E+00,4.91E+00,2.25E+01,2.25E+01
17397,4.79E+00,5.34E+00,2.17E+01,2.17E+01
17398,4.90E+00,5.83E+00,2.11E+01,2.11E+01
17399,5.09E+00,6.39E+00,2.05E+01,2.05E+01
17400,5.35E+00,7.02E+00,2.01E+01,2.01E+01
17401,5.68E+00,7.73E+00,1.98E+01,1.98E+01
17402,6.09E+00,8.51E+00,1.96E+01,1.96E+01
17403,6.57E+00,9.36E+00,1.96E+01,1.96E+01
17404,7.13E+00,1.03E+01,1.98E+01,1.98E+01
17405,7.76E+00,1.12E+01,2.02E+01,2.02E+01
17406,8.46E+00,1.22E+01,2.09E+01,2.09E+01
17407,9.21E+00,1.32E+01,2.18E+01,2.18E+01
17408,1.00E+01,1.41E+01,2.31E+01,2.31E+01
17409,1.08E+01,1.48E+01,2.47E+01,2.47E+01
17410,1.16E+01,1.52E+01,2.66E+01,2.66E+01
17411,1.23E+01,1.52E+01,2.87E+01,2.87E+01
17412,1.29E+01,1.48E+01,3.09E+01,3.09E+01
17413,1.33E+01,1.37E+01,3.31E+01,3.31E+01
17414,1.34E+01,1.21E+01,3.49E+01,3.49E+01
17415,1.31E+01,1.00E+01,3.63E+01,3.63E+01
17416,1.25E+01,7.62E+00,3.70E+01,3.70E+01
17417,1.15E+01,5.22E+00,3.69E+01,3.69E+01
17418,1.03E+01,3.06E+00,3.62E+01,3.62E+01
17419,8.82E+00,1.32E+00,3.49E+01,3.49E+01
17420,7.32E+00,8.15E-02,3.32E+01,3.32E+01
17421,5.87E+00,-6.87E-01,3.15E+01,3.15E+01
17422,4.56E+00,-1.08E+00,2.97E+01,2.97E+01
17423,3.43E+00,-1.22E+00,2.80E+01,2.80E+01
17424,2.50E+00,-1.20E+00,2.65E+01,2.65E+01
17425,1.76E+00,-1.09E+00,2.50E+01,2.50E+01
17426,1.19E+00,-9.67E-01,2.36E+01,2.36E+01
17427,7.59E-01,-8.43E-01,2.23E+01,2.23E+01
17428,4.39E-01,-7.40E-01,2.11E+01,2.11E+01
17429,2.03E-01,-6.65E-01,2.00E+01,2.00E+01
17430,2.95E-02,-6.19E-01,1.89E+01,1.89E+01
17431,-1.00E-01,-6.01E-01,1.79E+01,1.79E+01
17432,-2.00E-01,-6.10E-01,1.70E+01,1.70E+01
17433,-2.82E-01,-6.42E-01,1.61E+01,1.61E+01
17434,-3.54E-01,-6.96E-01,1.52E+01,1.52E+01
17435,-4.23E-01,-7.73E-01,1.44E+01,1.44E+01
17436,-4.93E-01,-8.72E-01,1.36E+01,1.36E+01
17437,-5.69E-01,-9.96E-01,1.29E+01,1.29E+01
17438,-6.54E-01,-1.15E+00,1.22E+01,1.22E+01
17439,-7.53E-01,-1.33E+00,1.16E+01,1.16E+01
17440,-8.69E-01,-1.55E+00,1.10E+01,1.10E+01
17441,-1.01E+00,-1.82E+00,1.04E+01,1.04E+01
17442,-1.17E+00,-2.13E+00,9.93E+00,9.93E+00
17443,-1.36E+00,-2.51E+00,9.45E+00,9.45E+00
17444,-1.59E+00,-2.97E+00,9.01E+00,9.01E+00
17445,-1.87E+00,-3.51E+00,8.62E+00,8.62E+00
17446,-2.19E+00,-4.16E+00,8.30E+00,8.30E+00
17447,-2.59E+00,-4.94E+00,8.04E+00,8.04E+00
17448,-3.06E+00,-5.88E+00,7.86E+00,7.86E+00
17449,-3.62E+00,-6.99E+00,7.80E+00,7.80E+00
17450,-4.30E+00,-8.32E+00,7.89E+00,7.89E+00
17451,-5.10E+00,-9.88E+00,8.19E+00,8.19E+00
17452,-6.06E+00,-1.17E+01,8.76E+00,8.76E+00
17453,-7.19E+00,-1.38E+01,9.71E+00,9.71E+00
17454,-8.51E+00,-1.62E+01,1.12E+01,1.12E+01
17455,-1.00E+01,-1.87E+01,1.33E+01,1.33E+01
17456,-1.18E+01,-2.13E+01,1.64E+01,1.64E+01
17457,-1.37E+01,-2.36E+01,2.05E+01,2.05E+01
17458,-1.57E+01,-2.52E+01,2.59E+01,2.59E+01
17459,-1.76E+01,-2.53E+01,3.24E+01,3.24E+01
17460,-1.91E+01,-2.33E+01,3.95E+01,3.95E+01
17461,-1.99E+01,-1.84E+01,4.63E+01,4.63E+01
17462,-1.96E+01,-1.08E+01,5.12E+01,5.12E+01
17463,-1.79E+01,-1.43E+00,5.27E+01,5.27E+01
17464,-1.46E+01,7.41E+00,5.04E+01,5.04E+01
17465,-1.02E+01,1.38E+01,4.55E+01,4.55E+01
17466,-5.39E+00,1.71E+01,4.03E+01,4.03E+01
17467,-8.92E-01,1.81E+01,3.63E+01,3.63E+01
17468,2.90E+00,1.79E+01,3.41E+01,3.41E+01
17469,5.89E+00,1.71E+01,3.33E+01,3.33E+01
17470,8.14E+00,1.62E+01,3.35E+01,3.35E+01
17471,9.75E+00,1.50E+01,3.44E+01,3.44E+01
17472,1.08E+01,1.34E+01,3.54E+01,3.54E+01
17473,1.13E+01,1.15E+01,3.65E+01,3.65E+01
17474,1.14E+01,9.40E+00,3.71E+01,3.71E+01
17475,1.10E+01,7.14E+00,3.73E+01,3.73E+01
17476,1.02E+01,4.96E+00,3.69E+01,3.69E+01
17477,9.16E+00,3.06E+00,3.59E+01,3.59E+01
17478,7.94E+00,1.55E+00,3.45E+01,3.45E+01
17479,6.66E+00,4.78E-01,3.29E+01,3.29E+01
17480,5.42E+00,-1.90E-01,3.13E+01,3.13E+01
17481,4.30E+00,-5.40E-01,2.96E+01,2.96E+01
17482,3.33E+00,-6.64E-01,2.79E+01,2.79E+01
17483,2.53E+00,-6.47E-01,2.64E+01,2.64E+01
17484,1.90E+00,-5.53E-01,2.50E+01,2.50E+01
17485,1.41E+00,-4.27E-01,2.36E+01,2.36E+01
17486,1.04E+00,-2.95E-01,2.23E+01,2.23E+01
17487,7.73E-01,-1.72E-01,2.11E+01,2.11E+01
17488,5.84E-01,-6.24E-02,2.00E+01,2.00E+01
17489,4.55E-01,3.21E-02,1.89E+01,1.89E+01
17490,3.70E-01,1.14E-01,1.79E+01,1.79E+01
17491,3.19E-01,1.86E-01,1.70E+01,1.70E+01
17492,2.92E-01,2.53E-01,1.61E+01,1.61E+01
17493,2.84E-01,3.17E-01,1.52E+01,1.52E+01
17494,2.91E-01,3.83E-01,1.44E+01,1.44E+01
17495,3.09E-01,4.55E-01,1.36E+01,1.36E+01
17496,3.39E-01,5.35E-01,1.29E+01,1.29E+01
17497,3.78E-01,6.26E-01,1.22E+01,1.22E+01
17498,4.27E-01,7.33E-01,1.16E+01,1.16E+01
17499,4.88E-01,8.58E-01,1.10E+01,1.10E+01
17500,5.62E-01,1.01E+00,1.04E+01,1.04E+01
17501,6.51E-01,1.19E+00,9.86E+00,9.86E+00
17502,7.58E-01,1.40E+00,9.34E+00,9.34E+00
17503,8.86E-01,1.65E+00,8.87E+00,8.87E+00
17504,1.04E+00,1.96E+00,8.42E+00,8.42E+00
17505,1.22E+00,2.33E+00,8.02E+00,8.02E+00
17506,1.44E+00,2.77E+00,7.64E+00,7.64E+00
17507,1.71E+00,3.30E+00,7.32E+00,7.32E+00
17508,2.03E+00,3.94E+00,7.04E+00,7.04E+00
17509,2.41E+00,4.71E+00,6.82E+00,6.82E+00
17510,2.87E+00,5.64E+00,6.69E+00,6.69E+00
17511,3.42E+00,6.75E+00,6.65E+00,6.65E+00
17512,4.09E+00,8.08E+00,6.76E+00,6.76E+00
17513,4.89E+00,9.65E+00,7.06E+00,7.06E+00
17514,5.84E+00,1.15E+01,7.63E+00,7.63E+00
17515,6.97E+00,1.37E+01,8.57E+00,8.57E+00
17516,8.31E+00,1.61E+01,1.00E+01,1.00E+01
17517,9.87E+00,1.88E+01,1.22E+01,1.22E+01
17518,1.16E+01,2.15E+01,1.52E+01,1.52E+01
17519,1.36E+01,2.41E+01,1.94E+01,1.94E+01
17520,1.57E+01,2.59E+01,2.49E+01,2.49E+01
17521,1.78E+01,2.64E+01,3.17E+01,3.17E+01
17522,1.95E+01,2.45E+01,3.94E+01,3.94E+01
17523,2.05E+01,1.96E+01,4.69E+01,4.69E+01
17524,2.03E+01,1.15E+01,5.24E+01,5.24E+01
17525,1.85E+01,1.34E+00,5.42E+01,5.42E+01
17526,1.51E+01,-8.42E+00,5.18E+01,5.18E+01
17527,1.04E+01,-1.54E+01,4.65E+01,4.65E+01
17528,5.22E+00,-1.90E+01,4.08E+01,4.08E+01
17529,3.82E-01,-1.99E+01,3.67E+01,3.67E+01
17530,-3.68E+00,-1.96E+01,3.46E+01,3.46E+01
17531,-6.87E+00,-1.87E+01,3.42E+01,3.42E+01
17532,-9.24E+00,-1.75E+01,3.49E+01,3.49E+01
17533,-1.09E+01,-1.59E+01,3.63E+01,3.63E+01
17534,-1.19E+01,-1.38E+01,3.78E+01,3.78E+01
17535,-1.23E+01,-1.11E+01,3.91E+01,3.91E+01
17536,-1.20E+01,-8.20E+00,3.97E+01,3.97E+01
17537,-1.13E+01,-5.21E+00,3.96E+01,3.96E+01
17538,-1.01E+01,-2.49E+00,3.87E+01,3.87E+01
17539,-8.55E+00,-3.00E-01,3.71E+01,3.71E+01
17540,-6.90E+00,1.26E+00,3.52E+01,3.52E+01
17541,-5.27E+00,2.22E+00,3.31E+01,3.31E+01
17542,-3.77E+00,2.72E+00,3.11E+01,3.11E+01
17543,-2.47E+00,2.90E+00,2.93E+01,2.93E+01
17544,-1.40E+00,2.90E+00,2.75E+01,2.75E+01
17545,-5.37E-01,2.83E+00,2.60E+01,2.60E+01
17546,1.37E-01,2.76E+00,2.46E+01,2.46E+01
17547,6.61E-01,2.71E+00,2.33E+01,2.33E+01
17548,1.07E+00,2.72E+00,2.21E+01,2.21E+01
17549,1.40E+00,2.79E+00,2.10E+01,2.10E+01
17550,1.68E+00,2.93E+00,1.99E+01,1.99E+01
17551,1.93E+00,3.14E+00,1.90E+01,1.90E+01
17552,2.17E+00,3.43E+00,1.81E+01,1.81E+01
17553,2.42E+00,3.79E+00,1.72E+01,1.72E+01
17554,2.70E+00,4.24E+00,1.65E+01,1.65E+01
17555,3.01E+00,4.77E+00,1.59E+01,1.59E+01
17556,3.36E+00,5.41E+00,1.53E+01,1.53E+01
17557,3.77E+00,6.15E+00,1.48E+01,1.48E+01
17558,4.25E+00,7.02E+00,1.45E+01,1.45E+01
17559,4.80E+00,8.03E+00,1.43E+01,1.43E+01
17560,5.45E+00,9.18E+00,1.43E+01,1.43E+01
17561,6.19E+00,1.05E+01,1.46E+01,1.46E+01
17562,7.05E+00,1.19E+01,1.51E+01,1.51E+01
17563,8.03E+00,1.35E+01,1.60E+01,1.60E+01
17564,9.12E+00,1.52E+01,1.73E+01,1.73E+01
17565,1.03E+01,1.68E+01,1.91E+01,1.91E+01
17566,1.16E+01,1.83E+01,2.16E+01,2.16E+01
17567,1.30E+01,1.94E+01,2.47E+01,2.47E+01
17568,1.43E+01,1.99E+01,2.84E+01,2.84E+01
17569,1.54E+01,1.94E+01,3.26E+01,3.26E+01
17570,1.62E+01,1.76E+01,3.68E+01,3.68E+01
17571,1.65E+01,1.44E+01,4.06E+01,4.06E+01
17572,1.60E+01,9.95E+00,4.31E+01,4.31E+01
17573,1.48E+01,4.90E+00,4.40E+01,4.40E+01
17574,1.28E+01,4.98E-02,4.31E+01,4.31E+01
17575,1.03E+01,-3.84E+00,4.08E+01,4.08E+01
17576,7.46E+00,-6.40E+00,3.79E+01,3.79E+01
17577,4.69E+00,-7.74E+00,3.49E+01,3.49E+01
17578,2.20E+00,-8.23E+00,3.23E+01,3.23E+01
17579,1.15E-01,-8.26E+00,3.02E+01,3.02E+01
17580,-1.56E+00,-8.10E+00,2.86E+01,2.86E+01
17581,-2.87E+00,-7.92E+00,2.73E+01,2.73E+01
17582,-3.88E+00,-7.80E+00,2.63E+01,2.63E+01
17583,-4.66E+00,-7.77E+00,2.55E+01,2.55E+01
17584,-5.28E+00,-7.85E+00,2.49E+01,2.49E+01
17585,-5.80E+00,-8.02E+00,2.44E+01,2.44E+01
17586,-6.24E+00,-8.28E+00,2.40E+01,2.40E+01
17587,-6.65E+00,-8.61E+00,2.38E+01,2.38E+01
17588,-7.04E+00,-9.00E+00,2.36E+01,2.36E+01
17589,-7.44E+00,-9.44E+00,2.37E+01,2.37E+01
17590,-7.84E+00,-9.90E+00,2.38E+01,2.38E+01
17591,-8.25E+00,-1.04E+01,2.41E+01,2.41E+01
17592,-8.67E+00,-1.08E+01,2.45E+01,2.45E+01
17593,-9.10E+00,-1.12E+01,2.51E+01,2.51E+01
17594,-9.51E+00,-1.15E+01,2.58E+01,2.58E+01
17595,-9.91E+00,-1.17E+01,2.66E+01,2.66E+01
17596,-1.03E+01,-1.17E+01,2.75E+01,2.75E+01
17597,-1.06E+01,-1.16E+01,2.84E+01,2.84E+01
17598,-1.08E+01,-1.13E+01,2.94E+01,2.94E+01
17599,-1.09E+01,-1.08E+01,3.02E+01,3.02E+01
17600,-1.09E+01,-1.01E+01,3.10E+01,3.10E+01
17601,-1.07E+01,-9.23E+00,3.15E+01,3.15E+01
17602,-1.04E+01,-8.30E+00,3.18E+01,3.18E+01
17603,-9.98E+00,-7.34E+00,3.18E+01,3.18E+01
17604,-9.45E+00,-6.43E+00,3.16E+01,3.16E+01
17605,-8.85E+00,-5.62E+00,3.11E+01,3.11E+01
17606,-8.20E+00,-4.96E+00,3.05E+01,3.05E+01
17607,-7.56E+00,-4.46E+00,2.96E+01,2.96E+01
17608,-6.94E+00,-4.12E+00,2.87E+01,2.87E+01
17609,-6.37E+00,-3.93E+00,2.78E+01,2.78E+01
17610,-5.88E+00,-3.88E+00,2.68E+01,2.68E+01
17611,-5.48E+00,-3.95E+00,2.58E+01,2.58E+01
17612,-5.18E+00,-4.11E+00,2.49E+01,2.49E+01
17613,-4.96E+00,-4.35E+00,2.40E+01,2.40E+01
17614,-4.84E+00,-4.66E+00,2.31E+01,2.31E+01
17615,-4.80E+00,-5.04E+00,2.23E+01,2.23E+01
17616,-4.85E+00,-5.48E+00,2.16E+01,2.16E+01
17617,-4.98E+00,-5.99E+00,2.10E+01,2.10E+01
17618,-5.18E+00,-6.56E+00,2.05E+01,2.05E+01
17619,-5.46E+00,-7.21E+00,2.01E+01,2.01E+01
17620,-5.81E+00,-7.93E+00,1.98E+01,1.98E+01
17621,-6.23E+00,-8.72E+00,1.97E+01,1.97E+01
17622,-6.73E+00,-9.59E+00,1.97E+01,1.97E+01
17623,-7.30E+00,-1.05E+01,1.99E+01,1.99E+01
17624,-7.94E+00,-1.15E+01,2.04E+01,2.04E+01
17625,-8.65E+00,-1.25E+01,2.11E+01,2.11E+01
17626,-9.41E+00,-1.34E+01,2.22E+01,2.22E+01
17627,-1.02E+01,-1.42E+01,2.35E+01,2.35E+01
17628,-1.10E+01,-1.49E+01,2.52E+01,2.52E+01
17629,-1.18E+01,-1.52E+01,2.71E+01,2.71E+01
17630,-1.25E+01,-1.51E+01,2.92E+01,2.92E+01
17631,-1.30E+01,-1.45E+01,3.14E+01,3.14E+01
17632,-1.33E+01,-1.33E+01,3.35E+01,3.35E+01
17633,-1.33E+01,-1.16E+01,3.53E+01,3.53E+01
17634,-1.29E+01,-9.42E+00,3.65E+01,3.65E+01
17635,-1.22E+01,-7.04E+00,3.70E+01,3.70E+01
17636,-1.12E+01,-4.71E+00,3.67E+01,3.67E+01
17637,-9.90E+00,-2.66E+00,3.58E+01,3.58E+01
17638,-8.45E+00,-1.06E+00,3.44E+01,3.44E+01
17639,-6.98E+00,4.24E-02,3.28E+01,3.28E+01
17640,-5.57E+00,7.06E-01,3.10E+01,3.10E+01
17641,-4.32E+00,1.03E+00,2.93E+01,2.93E+01
17642,-3.25E+00,1.12E+00,2.76E+01,2.76E+01
17643,-2.37E+00,1.07E+00,2.61E+01,2.61E+01
17644,-1.69E+00,9.58E-01,2.46E+01,2.46E+01
17645,-1.16E+00,8.25E-01,2.33E+01,2.33E+01
17646,-7.61E-01,7.00E-01,2.20E+01,2.20E+01
17647,-4.69E-01,5.95E-01,2.08E+01,2.08E+01
17648,-2.56E-01,5.16E-01,1.97E+01,1.97E+01
17649,-1.01E-01,4.63E-01,1.87E+01,1.87E+01
17650,1.15E-02,4.35E-01,1.77E+01,1.77E+01
17651,9.62E-02,4.29E-01,1.67E+01,1.67E+01
17652,1.63E-01,4.42E-01,1.58E+01,1.58E+01
17653,2.19E-01,4.73E-01,1.50E+01,1.50E+01
17654,2.69E-01,5.20E-01,1.42E+01,1.42E+01
17655,3.20E-01,5.84E-01,1.34E+01,1.34E+01
17656,3.72E-01,6.65E-01,1.27E+01,1.27E+01
17657,4.31E-01,7.66E-01,1.21E+01,1.21E+01
17658,4.98E-01,8.88E-01,1.14E+01,1.14E+01
17659,5.76E-01,1.04E+00,1.08E+01,1.08E+01
17660,6.68E-01,1.21E+00,1.03E+01,1.03E+01
17661,7.77E-01,1.43E+00,9.73E+00,9.73E+00
17662,9.07E-01,1.68E+00,9.23E+00,9.23E+00
17663,1.06E+00,1.99E+00,8.77E+00,8.77E+00
17664,1.25E+00,2.36E+00,8.34E+00,8.34E+00
17665,1.47E+00,2.80E+00,7.96E+00,7.96E+00
17666,1.73E+00,3.33E+00,7.61E+00,7.61E+00
17667,2.05E+00,3.97E+00,7.32E+00,7.32E+00
17668,2.44E+00,4.74E+00,7.10E+00,7.10E+00
17669,2.90E+00,5.67E+00,6.95E+00,6.95E+00
17670,3.45E+00,6.77E+00,6.91E+00,6.91E+00
17671,4.12E+00,8.09E+00,7.01E+00,7.01E+00
17672,4.91E+00,9.66E+00,7.30E+00,7.30E+00
17673,5.86E+00,1.15E+01,7.86E+00,7.86E+00
17674,6.99E+00,1.36E+01,8.79E+00,8.79E+00
17675,8.32E+00,1.60E+01,1.02E+01,1.02E+01
17676,9.86E+00,1.87E+01,1.23E+01,1.23E+01
17677,1.16E+01,2.14E+01,1.54E+01,1.54E+01
17678,1.36E+01,2.39E+01,1.95E+01,1.95E+01
17679,1.56E+01,2.57E+01,2.50E+01,2.50E+01
17680,1.77E+01,2.62E+01,3.17E+01,3.17E+01
17681,1.94E+01,2.43E+01,3.92E+01,3.92E+01
17682,2.04E+01,1.95E+01,4.66E+01,4.66E+01
17683,2.02E+01,1.15E+01,5.20E+01,5.20E+01
17684,1.85E+01,1.61E+00,5.39E+01,5.39E+01
17685,1.51E+01,-7.98E+00,5.16E+01,5.16E+01
17686,1.05E+01,-1.49E+01,4.65E+01,4.65E+01
17687,5.39E+00,-1.85E+01,4.09E+01,4.09E+01
17688,6.06E-01,-1.95E+01,3.67E+01,3.67E+01
17689,-3.42E+00,-1.92E+01,3.45E+01,3.45E+01
17690,-6.58E+00,-1.84E+01,3.40E+01,3.40E+01
17691,-8.95E+00,-1.73E+01,3.46E+01,3.46E+01
17692,-1.06E+01,-1.57E+01,3.58E+01,3.58E+01
17693,-1.16E+01,-1.38E+01,3.73E+01,3.73E+01
17694,-1.21E+01,-1.13E+01,3.85E+01,3.85E+01
17695,-1.19E+01,-8.58E+00,3.92E+01,3.92E+01
17696,-1.12E+01,-5.75E+00,3.91E+01,3.91E+01
17697,-1.02E+01,-3.14E+00,3.83E+01,3.83E+01
17698,-8.75E+00,-9.81E-01,3.69E+01,3.69E+01
17699,-7.19E+00,5.98E-01,3.51E+01,3.51E+01
17700,-5.64E+00,1.61E+00,3.32E+01,3.32E+01
17701,-4.19E+00,2.16E+00,3.12E+01,3.12E+01
17702,-2.92E+00,2.38E+00,2.94E+01,2.94E+01
17703,-1.86E+00,2.42E+00,2.77E+01,2.77E+01
17704,-1.00E+00,2.35E+00,2.61E+01,2.61E+01
17705,-3.32E-01,2.27E+00,2.47E+01,2.47E+01
17706,1.88E-01,2.20E+00,2.33E+01,2.33E+01
17707,5.91E-01,2.17E+00,2.21E+01,2.21E+01
17708,9.08E-01,2.20E+00,2.09E+01,2.09E+01
17709,1.17E+00,2.29E+00,1.99E+01,1.99E+01
17710,1.39E+00,2.43E+00,1.89E+01,1.89E+01
17711,1.60E+00,2.64E+00,1.79E+01,1.79E+01
17712,1.81E+00,2.90E+00,1.70E+01,1.70E+01
17713,2.03E+00,3.24E+00,1.62E+01,1.62E+01
17714,2.27E+00,3.65E+00,1.55E+01,1.55E+01
17715,2.55E+00,4.15E+00,1.48E+01,1.48E+01
17716,2.87E+00,4.74E+00,1.43E+01,1.43E+01
17717,3.24E+00,5.43E+00,1.38E+01,1.38E+01
17718,3.68E+00,6.24E+00,1.34E+01,1.34E+01
17719,4.19E+00,7.19E+00,1.31E+01,1.31E+01
17720,4.79E+00,8.29E+00,1.30E+01,1.30E+01
17721,5.49E+00,9.56E+00,1.31E+01,1.31E+01
17722,6.30E+00,1.10E+01,1.35E+01,1.35E+01
17723,7.24E+00,1.26E+01,1.42E+01,1.42E+01
17724,8.32E+00,1.44E+01,1.52E+01,1.52E+01
17725,9.53E+00,1.62E+01,1.68E+01,1.68E+01
17726,1.09E+01,1.80E+01,1.90E+01,1.90E+01
17727,1.23E+01,1.96E+01,2.19E+01,2.19E+01
17728,1.38E+01,2.07E+01,2.55E+01,2.55E+01
17729,1.51E+01,2.10E+01,2.99E+01,2.99E+01
17730,1.63E+01,2.00E+01,3.46E+01,3.46E+01
17731,1.70E+01,1.74E+01,3.93E+01,3.93E+01
17732,1.71E+01,1.32E+01,4.32E+01,4.32E+01
17733,1.63E+01,7.75E+00,4.54E+01,4.54E+01
17734,1.46E+01,1.92E+00,4.55E+01,4.55E+01
17735,1.21E+01,-3.24E+00,4.36E+01,4.36E+01
17736,9.02E+00,-6.95E+00,4.05E+01,4.05E+01
17737,5.82E+00,-9.07E+00,3.71E+01,3.71E+01
17738,2.85E+00,-9.95E+00,3.41E+01,3.41E+01
17739,2.86E-01,-1.01E+01,3.17E+01,3.17E+01
17740,-1.79E+00,-9.91E+00,2.99E+01,2.99E+01
17741,-3.42E+00,-9.65E+00,2.87E+01,2.87E+01
17742,-4.66E+00,-9.41E+00,2.78E+01,2.78E+01
17743,-5.61E+00,-9.23E+00,2.72E+01,2.72E+01
17744,-6.34E+00,-9.14E+00,2.68E+01,2.68E+01
17745,-6.90E+00,-9.11E+00,2.65E+01,2.65E+01
17746,-7.34E+00,-9.13E+00,2.64E+01,2.64E+01
17747,-7.70E+00,-9.18E+00,2.63E+01,2.63E+01
17748,-7.99E+00,-9.26E+00,2.63E+01,2.63E+01
17749,-8.25E+00,-9.34E+00,2.64E+01,2.64E+01
17750,-8.47E+00,-9.42E+00,2.65E+01,2.65E+01
17751,-8.66E+00,-9.48E+00,2.67E+01,2.67E+01
17752,-8.82E+00,-9.52E+00,2.69E+01,2.69E+01
17753,-8.96E+00,-9.52E+00,2.72E+01,2.72E+01
17754,-9.07E+00,-9.48E+00,2.74E+01,2.74E+01
17755,-9.15E+00,-9.39E+00,2.77E+01,2.77E+01
17756,-9.20E+00,-9.26E+00,2.79E+01,2.79E+01
17757,-9.21E+00,-9.09E+00,2.81E+01,2.81E+01
17758,-9.19E+00,-8.88E+00,2.83E+01,2.83E+01
17759,-9.13E+00,-8.65E+00,2.84E+01,2.84E+01
17760,-9.03E+00,-8.40E+00,2.85E+01,2.85E+01
17761,-8.90E+00,-8.14E+00,2.85E+01,2.85E+01
17762,-8.75E+00,-7.89E+00,2.84E+01,2.84E+01
17763,-8.58E+00,-7.66E+00,2.83E+01,2.83E+01
17764,-8.39E+00,-7.45E+00,2.81E+01,2.81E+01
17765,-8.21E+00,-7.29E+00,2.78E+01,2.78E+01
17766,-8.02E+00,-7.17E+00,2.76E+01,2.76E+01
17767,-7.85E+00,-7.10E+00,2.72E+01,2.72E+01
17768,-7.70E+00,-7.07E+00,2.69E+01,2.69E+01
17769,-7.58E+00,-7.10E+00,2.66E+01,2.66E+01
17770,-7.48E+00,-7.18E+00,2.62E+01,2.62E+01
17771,-7.42E+00,-7.30E+00,2.59E+01,2.59E+01
17772,-7.40E+00,-7.47E+00,2.56E+01,2.56E+01
17773,-7.41E+00,-7.68E+00,2.53E+01,2.53E+01
17774,-7.46E+00,-7.92E+00,2.51E+01,2.51E+01
17775,-7.56E+00,-8.19E+00,2.50E+01,2.50E+01
17776,-7.68E+00,-8.49E+00,2.49E+01,2.49E+01
17777,-7.84E+00,-8.80E+00,2.48E+01,2.48E+01
17778,-8.03E+00,-9.12E+00,2.49E+01,2.49E+01
17779,-8.25E+00,-9.43E+00,2.50E+01,2.50E+01
17780,-8.49E+00,-9.73E+00,2.53E+01,2.53E+01
17781,-8.74E+00,-1.00E+01,2.56E+01,2.56E+01
17782,-8.99E+00,-1.02E+01,2.59E+01,2.59E+01
17783,-9.24E+00,-1.04E+01,2.64E+01,2.64E+01
17784,-9.47E+00,-1.05E+01,2.69E+01,2.69E+01
