date,X,Y,Z,OT
5211,-1.07E+01,-5.42E+00,3.50E+01,3.50E+01
5212,-9.61E+00,-3.81E+00,3.43E+01,3.43E+01
5213,-8.45E+00,-2.52E+00,3.32E+01,3.32E+01
5214,-7.27E+00,-1.59E+00,3.19E+01,3.19E+01
5215,-6.13E+00,-9.93E-01,3.04E+01,3.04E+01
5216,-5.10E+00,-6.79E-01,2.89E+01,2.89E+01
5217,-4.22E+00,-5.73E-01,2.74E+01,2.74E+01
5218,-3.49E+00,-6.09E-01,2.60E+01,2.60E+01
5219,-2.91E+00,-7.35E-01,2.47E+01,2.47E+01
5220,-2.48E+00,-9.14E-01,2.34E+01,2.34E+01
5221,-2.16E+00,-1.12E+00,2.22E+01,2.22E+01
5222,-1.96E+00,-1.35E+00,2.11E+01,2.11E+01
5223,-1.84E+00,-1.60E+00,2.00E+01,2.00E+01
5224,-1.79E+00,-1.86E+00,1.90E+01,1.90E+01
5225,-1.80E+00,-2.14E+00,1.80E+01,1.80E+01
5226,-1.87E+00,-2.46E+00,1.72E+01,1.72E+01
5227,-1.99E+00,-2.82E+00,1.63E+01,1.63E+01
5228,-2.15E+00,-3.22E+00,1.56E+01,1.56E+01
5229,-2.37E+00,-3.70E+00,1.49E+01,1.49E+01
5230,-2.63E+00,-4.24E+00,1.43E+01,1.43E+01
5231,-2.96E+00,-4.88E+00,1.37E+01,1.37E+01
5232,-3.34E+00,-5.63E+00,1.33E+01,1.33E+01
5233,-3.80E+00,-6.50E+00,1.29E+01,1.29E+01
5234,-4.34E+00,-7.51E+00,1.28E+01,1.28E+01
5235,-4.97E+00,-8.69E+00,1.27E+01,1.27E+01
5236,-5.72E+00,-1.00E+01,1.29E+01,1.29E+01
5237,-6.58E+00,-1.16E+01,1.34E+01,1.34E+01
5238,-7.57E+00,-1.33E+01,1.42E+01,1.42E+01
5239,-8.71E+00,-1.51E+01,1.54E+01,1.54E+01
5240,-9.98E+00,-1.70E+01,1.72E+01,1.72E+01
5241,-1.14E+01,-1.88E+01,1.97E+01,1.97E+01
5242,-1.29E+01,-2.03E+01,2.29E+01,2.29E+01
5243,-1.43E+01,-2.12E+01,2.69E+01,2.69E+01
5244,-1.57E+01,-2.11E+01,3.16E+01,3.16E+01
5245,-1.68E+01,-1.95E+01,3.65E+01,3.65E+01
5246,-1.73E+01,-1.63E+01,4.11E+01,4.11E+01
5247,-1.71E+01,-1.14E+01,4.46E+01,4.46E+01
5248,-1.60E+01,-5.51E+00,4.61E+01,4.61E+01
5249,-1.39E+01,3.93E-01,4.54E+01,4.54E+01
5250,-1.10E+01,5.22E+00,4.29E+01,4.29E+01
5251,-7.78E+00,8.40E+00,3.94E+01,3.94E+01
5252,-4.55E+00,1.00E+01,3.60E+01,3.60E+01
5253,-1.63E+00,1.05E+01,3.32E+01,3.32E+01
5254,8.01E-01,1.05E+01,3.11E+01,3.11E+01
5255,2.74E+00,1.02E+01,2.96E+01,2.96E+01
5256,4.24E+00,9.95E+00,2.86E+01,2.86E+01
5257,5.38E+00,9.70E+00,2.79E+01,2.79E+01
5258,6.25E+00,9.52E+00,2.75E+01,2.75E+01
5259,6.90E+00,9.40E+00,2.72E+01,2.72E+01
5260,7.40E+00,9.32E+00,2.70E+01,2.70E+01
5261,7.78E+00,9.28E+00,2.70E+01,2.70E+01
5262,8.08E+00,9.26E+00,2.70E+01,2.70E+01
5263,8.32E+00,9.24E+00,2.70E+01,2.70E+01
5264,8.50E+00,9.21E+00,2.71E+01,2.71E+01
5265,8.64E+00,9.18E+00,2.72E+01,2.72E+01
5266,8.75E+00,9.13E+00,2.74E+01,2.74E+01
5267,8.83E+00,9.05E+00,2.75E+01,2.75E+01
5268,8.87E+00,8.96E+00,2.76E+01,2.76E+01
5269,8.89E+00,8.84E+00,2.78E+01,2.78E+01
5270,8.88E+00,8.71E+00,2.79E+01,2.79E+01
5271,8.84E+00,8.56E+00,2.79E+01,2.79E+01
5272,8.79E+00,8.40E+00,2.79E+01,2.79E+01
5273,8.71E+00,8.25E+00,2.79E+01,2.79E+01
5274,8.62E+00,8.09E+00,2.79E+01,2.79E+01
5275,8.51E+00,7.95E+00,2.78E+01,2.78E+01
5276,8.40E+00,7.83E+00,2.77E+01,2.77E+01
5277,8.29E+00,7.73E+00,2.75E+01,2.75E+01
5278,8.18E+00,7.66E+00,2.73E+01,2.73E+01
5279,8.07E+00,7.62E+00,2.71E+01,2.71E+01
5280,7.98E+00,7.61E+00,2.69E+01,2.69E+01
5281,7.91E+00,7.64E+00,2.67E+01,2.67E+01
5282,7.86E+00,7.70E+00,2.65E+01,2.65E+01
5283,7.82E+00,7.78E+00,2.63E+01,2.63E+01
5284,7.82E+00,7.90E+00,2.61E+01,2.61E+01
5285,7.83E+00,8.04E+00,2.59E+01,2.59E+01
5286,7.88E+00,8.21E+00,2.58E+01,2.58E+01
5287,7.94E+00,8.39E+00,2.57E+01,2.57E+01
5288,8.03E+00,8.59E+00,2.57E+01,2.57E+01
5289,8.14E+00,8.79E+00,2.57E+01,2.57E+01
5290,8.27E+00,8.99E+00,2.57E+01,2.57E+01
5291,8.42E+00,9.18E+00,2.59E+01,2.59E+01
5292,8.57E+00,9.36E+00,2.60E+01,2.60E+01
5293,8.73E+00,9.51E+00,2.62E+01,2.62E+01
5294,8.88E+00,9.63E+00,2.65E+01,2.65E+01
5295,9.03E+00,9.70E+00,2.68E+01,2.68E+01
5296,9.17E+00,9.72E+00,2.71E+01,2.71E+01
5297,9.28E+00,9.69E+00,2.75E+01,2.75E+01
5298,9.36E+00,9.59E+00,2.78E+01,2.78E+01
5299,9.41E+00,9.44E+00,2.81E+01,2.81E+01
5300,9.41E+00,9.23E+00,2.84E+01,2.84E+01
5301,9.38E+00,8.98E+00,2.86E+01,2.86E+01
5302,9.30E+00,8.68E+00,2.88E+01,2.88E+01
5303,9.17E+00,8.37E+00,2.88E+01,2.88E+01
5304,9.01E+00,8.04E+00,2.88E+01,2.88E+01
5305,8.82E+00,7.73E+00,2.88E+01,2.88E+01
5306,8.60E+00,7.44E+00,2.86E+01,2.86E+01
5307,8.37E+00,7.20E+00,2.83E+01,2.83E+01
5308,8.14E+00,6.99E+00,2.80E+01,2.80E+01
5309,7.91E+00,6.85E+00,2.77E+01,2.77E+01
5310,7.70E+00,6.76E+00,2.73E+01,2.73E+01
5311,7.51E+00,6.74E+00,2.69E+01,2.69E+01
5312,7.35E+00,6.77E+00,2.64E+01,2.64E+01
5313,7.24E+00,6.87E+00,2.60E+01,2.60E+01
5314,7.16E+00,7.01E+00,2.56E+01,2.56E+01
5315,7.13E+00,7.21E+00,2.53E+01,2.53E+01
5316,7.15E+00,7.46E+00,2.50E+01,2.50E+01
5317,7.21E+00,7.74E+00,2.47E+01,2.47E+01
5318,7.32E+00,8.06E+00,2.45E+01,2.45E+01
5319,7.47E+00,8.42E+00,2.44E+01,2.44E+01
5320,7.66E+00,8.79E+00,2.43E+01,2.43E+01
5321,7.88E+00,9.18E+00,2.44E+01,2.44E+01
5322,8.14E+00,9.57E+00,2.45E+01,2.45E+01
5323,8.43E+00,9.94E+00,2.48E+01,2.48E+01
5324,8.73E+00,1.03E+01,2.51E+01,2.51E+01
5325,9.04E+00,1.06E+01,2.56E+01,2.56E+01
5326,9.35E+00,1.08E+01,2.61E+01,2.61E+01
5327,9.64E+00,1.09E+01,2.68E+01,2.68E+01
5328,9.90E+00,1.10E+01,2.74E+01,2.74E+01
5329,1.01E+01,1.09E+01,2.81E+01,2.81E+01
5330,1.03E+01,1.06E+01,2.88E+01,2.88E+01
5331,1.03E+01,1.02E+01,2.95E+01,2.95E+01
5332,1.03E+01,9.71E+00,3.00E+01,3.00E+01
5333,1.02E+01,9.10E+00,3.04E+01,3.04E+01
5334,9.97E+00,8.43E+00,3.07E+01,3.07E+01
5335,9.66E+00,7.73E+00,3.07E+01,3.07E+01
5336,9.28E+00,7.05E+00,3.06E+01,3.06E+01
5337,8.83E+00,6.44E+00,3.02E+01,3.02E+01
5338,8.35E+00,5.91E+00,2.98E+01,2.98E+01
5339,7.86E+00,5.50E+00,2.92E+01,2.92E+01
5340,7.39E+00,5.21E+00,2.85E+01,2.85E+01
5341,6.95E+00,5.03E+00,2.77E+01,2.77E+01
5342,6.57E+00,4.97E+00,2.69E+01,2.69E+01
5343,6.25E+00,5.01E+00,2.62E+01,2.62E+01
5344,6.00E+00,5.14E+00,2.54E+01,2.54E+01
5345,5.83E+00,5.35E+00,2.47E+01,2.47E+01
5346,5.73E+00,5.63E+00,2.40E+01,2.40E+01
5347,5.71E+00,5.98E+00,2.33E+01,2.33E+01
5348,5.77E+00,6.40E+00,2.28E+01,2.28E+01
5349,5.89E+00,6.87E+00,2.23E+01,2.23E+01
5350,6.09E+00,7.41E+00,2.19E+01,2.19E+01
5351,6.35E+00,8.00E+00,2.16E+01,2.16E+01
5352,6.68E+00,8.65E+00,2.15E+01,2.15E+01
5353,7.08E+00,9.34E+00,2.15E+01,2.15E+01
5354,7.53E+00,1.01E+01,2.17E+01,2.17E+01
5355,8.04E+00,1.08E+01,2.21E+01,2.21E+01
5356,8.59E+00,1.16E+01,2.26E+01,2.26E+01
5357,9.19E+00,1.23E+01,2.34E+01,2.34E+01
5358,9.80E+00,1.29E+01,2.44E+01,2.44E+01
5359,1.04E+01,1.33E+01,2.56E+01,2.56E+01
5360,1.10E+01,1.35E+01,2.70E+01,2.70E+01
5361,1.15E+01,1.35E+01,2.86E+01,2.86E+01
5362,1.19E+01,1.31E+01,3.01E+01,3.01E+01
5363,1.21E+01,1.23E+01,3.16E+01,3.16E+01
5364,1.22E+01,1.12E+01,3.29E+01,3.29E+01
5365,1.20E+01,9.76E+00,3.39E+01,3.39E+01
5366,1.15E+01,8.15E+00,3.44E+01,3.44E+01
5367,1.09E+01,6.50E+00,3.45E+01,3.45E+01
5368,9.98E+00,4.97E+00,3.40E+01,3.40E+01
5369,8.98E+00,3.66E+00,3.32E+01,3.32E+01
5370,7.92E+00,2.65E+00,3.21E+01,3.21E+01
5371,6.86E+00,1.95E+00,3.08E+01,3.08E+01
5372,5.88E+00,1.52E+00,2.94E+01,2.94E+01
5373,5.01E+00,1.32E+00,2.80E+01,2.80E+01
5374,4.27E+00,1.29E+00,2.67E+01,2.67E+01
5375,3.68E+00,1.38E+00,2.54E+01,2.54E+01
5376,3.22E+00,1.54E+00,2.41E+01,2.41E+01
5377,2.88E+00,1.76E+00,2.29E+01,2.29E+01
5378,2.66E+00,2.02E+00,2.18E+01,2.18E+01
5379,2.53E+00,2.31E+00,2.08E+01,2.08E+01
5380,2.49E+00,2.63E+00,1.98E+01,1.98E+01
5381,2.52E+00,2.99E+00,1.88E+01,1.88E+01
5382,2.61E+00,3.39E+00,1.80E+01,1.80E+01
5383,2.76E+00,3.84E+00,1.72E+01,1.72E+01
5384,2.98E+00,4.36E+00,1.65E+01,1.65E+01
5385,3.26E+00,4.96E+00,1.59E+01,1.59E+01
5386,3.60E+00,5.65E+00,1.54E+01,1.54E+01
5387,4.01E+00,6.45E+00,1.49E+01,1.49E+01
5388,4.50E+00,7.37E+00,1.47E+01,1.47E+01
5389,5.07E+00,8.42E+00,1.45E+01,1.45E+01
5390,5.74E+00,9.61E+00,1.46E+01,1.46E+01
5391,6.51E+00,1.10E+01,1.49E+01,1.49E+01
5392,7.40E+00,1.24E+01,1.56E+01,1.56E+01
5393,8.41E+00,1.40E+01,1.66E+01,1.66E+01
5394,9.53E+00,1.57E+01,1.81E+01,1.81E+01
5395,1.08E+01,1.73E+01,2.01E+01,2.01E+01
5396,1.21E+01,1.86E+01,2.27E+01,2.27E+01
5397,1.34E+01,1.95E+01,2.60E+01,2.60E+01
5398,1.46E+01,1.97E+01,2.98E+01,2.98E+01
5399,1.56E+01,1.87E+01,3.40E+01,3.40E+01
5400,1.62E+01,1.65E+01,3.80E+01,3.80E+01
5401,1.63E+01,1.29E+01,4.13E+01,4.13E+01
5402,1.56E+01,8.30E+00,4.33E+01,4.33E+01
5403,1.41E+01,3.35E+00,4.36E+01,4.36E+01
5404,1.20E+01,-1.13E+00,4.22E+01,4.22E+01
5405,9.36E+00,-4.52E+00,3.97E+01,3.97E+01
5406,6.59E+00,-6.62E+00,3.67E+01,3.67E+01
5407,3.94E+00,-7.64E+00,3.39E+01,3.39E+01
5408,1.63E+00,-7.96E+00,3.15E+01,3.15E+01
5409,-2.90E-01,-7.91E+00,2.96E+01,2.96E+01
5410,-1.81E+00,-7.74E+00,2.80E+01,2.80E+01
5411,-3.00E+00,-7.59E+00,2.68E+01,2.68E+01
5412,-3.92E+00,-7.51E+00,2.58E+01,2.58E+01
5413,-4.64E+00,-7.53E+00,2.51E+01,2.51E+01
5414,-5.21E+00,-7.65E+00,2.44E+01,2.44E+01
5415,-5.70E+00,-7.87E+00,2.39E+01,2.39E+01
5416,-6.14E+00,-8.18E+00,2.35E+01,2.35E+01
5417,-6.54E+00,-8.56E+00,2.33E+01,2.33E+01
5418,-6.95E+00,-9.01E+00,2.32E+01,2.32E+01
5419,-7.36E+00,-9.50E+00,2.32E+01,2.32E+01
5420,-7.79E+00,-1.00E+01,2.33E+01,2.33E+01
5421,-8.24E+00,-1.05E+01,2.37E+01,2.37E+01
5422,-8.70E+00,-1.11E+01,2.41E+01,2.41E+01
5423,-9.17E+00,-1.15E+01,2.48E+01,2.48E+01
5424,-9.64E+00,-1.19E+01,2.56E+01,2.56E+01
5425,-1.01E+01,-1.21E+01,2.65E+01,2.65E+01
5426,-1.05E+01,-1.22E+01,2.75E+01,2.75E+01
5427,-1.08E+01,-1.20E+01,2.86E+01,2.86E+01
5428,-1.11E+01,-1.17E+01,2.97E+01,2.97E+01
5429,-1.12E+01,-1.11E+01,3.07E+01,3.07E+01
5430,-1.12E+01,-1.02E+01,3.15E+01,3.15E+01
5431,-1.10E+01,-9.25E+00,3.21E+01,3.21E+01
5432,-1.06E+01,-8.16E+00,3.24E+01,3.24E+01
5433,-1.01E+01,-7.06E+00,3.24E+01,3.24E+01
5434,-9.52E+00,-6.02E+00,3.21E+01,3.21E+01
5435,-8.82E+00,-5.12E+00,3.16E+01,3.16E+01
5436,-8.08E+00,-4.38E+00,3.08E+01,3.08E+01
5437,-7.34E+00,-3.85E+00,2.98E+01,2.98E+01
5438,-6.64E+00,-3.50E+00,2.88E+01,2.88E+01
5439,-6.01E+00,-3.32E+00,2.78E+01,2.78E+01
5440,-5.47E+00,-3.28E+00,2.67E+01,2.67E+01
5441,-5.04E+00,-3.36E+00,2.56E+01,2.56E+01
5442,-4.70E+00,-3.54E+00,2.46E+01,2.46E+01
5443,-4.47E+00,-3.79E+00,2.36E+01,2.36E+01
5444,-4.33E+00,-4.10E+00,2.27E+01,2.27E+01
5445,-4.29E+00,-4.48E+00,2.18E+01,2.18E+01
5446,-4.33E+00,-4.92E+00,2.10E+01,2.10E+01
5447,-4.45E+00,-5.43E+00,2.04E+01,2.04E+01
5448,-4.64E+00,-6.00E+00,1.97E+01,1.97E+01
5449,-4.91E+00,-6.64E+00,1.93E+01,1.93E+01
5450,-5.26E+00,-7.37E+00,1.89E+01,1.89E+01
5451,-5.68E+00,-8.18E+00,1.86E+01,1.86E+01
5452,-6.18E+00,-9.08E+00,1.86E+01,1.86E+01
5453,-6.76E+00,-1.01E+01,1.87E+01,1.87E+01
5454,-7.42E+00,-1.11E+01,1.91E+01,1.91E+01
5455,-8.16E+00,-1.22E+01,1.97E+01,1.97E+01
5456,-8.97E+00,-1.33E+01,2.07E+01,2.07E+01
5457,-9.85E+00,-1.44E+01,2.19E+01,2.19E+01
5458,-1.08E+01,-1.53E+01,2.36E+01,2.36E+01
5459,-1.17E+01,-1.59E+01,2.56E+01,2.56E+01
5460,-1.25E+01,-1.62E+01,2.80E+01,2.80E+01
5461,-1.32E+01,-1.58E+01,3.05E+01,3.05E+01
5462,-1.38E+01,-1.49E+01,3.31E+01,3.31E+01
5463,-1.40E+01,-1.32E+01,3.54E+01,3.54E+01
5464,-1.38E+01,-1.08E+01,3.72E+01,3.72E+01
5465,-1.32E+01,-8.05E+00,3.82E+01,3.82E+01
5466,-1.22E+01,-5.19E+00,3.83E+01,3.83E+01
5467,-1.08E+01,-2.58E+00,3.75E+01,3.75E+01
5468,-9.14E+00,-4.71E-01,3.61E+01,3.61E+01
5469,-7.41E+00,1.02E+00,3.42E+01,3.42E+01
5470,-5.72E+00,1.92E+00,3.23E+01,3.23E+01
5471,-4.19E+00,2.37E+00,3.03E+01,3.03E+01
5472,-2.88E+00,2.52E+00,2.85E+01,2.85E+01
5473,-1.80E+00,2.50E+00,2.68E+01,2.68E+01
5474,-9.42E-01,2.41E+00,2.53E+01,2.53E+01
5475,-2.72E-01,2.31E+00,2.39E+01,2.39E+01
5476,2.44E-01,2.24E+00,2.26E+01,2.26E+01
5477,6.43E-01,2.22E+00,2.14E+01,2.14E+01
5478,9.58E-01,2.26E+00,2.03E+01,2.03E+01
5479,1.22E+00,2.36E+00,1.93E+01,1.93E+01
5480,1.45E+00,2.53E+00,1.83E+01,1.83E+01
5481,1.66E+00,2.76E+00,1.74E+01,1.74E+01
5482,1.88E+00,3.05E+00,1.66E+01,1.66E+01
5483,2.12E+00,3.42E+00,1.58E+01,1.58E+01
5484,2.38E+00,3.87E+00,1.51E+01,1.51E+01
5485,2.68E+00,4.41E+00,1.45E+01,1.45E+01
5486,3.02E+00,5.04E+00,1.39E+01,1.39E+01
5487,3.43E+00,5.79E+00,1.35E+01,1.35E+01
5488,3.90E+00,6.67E+00,1.32E+01,1.32E+01
5489,4.45E+00,7.69E+00,1.30E+01,1.30E+01
5490,5.10E+00,8.87E+00,1.30E+01,1.30E+01
5491,5.85E+00,1.02E+01,1.32E+01,1.32E+01
5492,6.73E+00,1.18E+01,1.37E+01,1.37E+01
5493,7.73E+00,1.34E+01,1.45E+01,1.45E+01
5494,8.87E+00,1.53E+01,1.59E+01,1.59E+01
5495,1.02E+01,1.71E+01,1.77E+01,1.77E+01
5496,1.15E+01,1.89E+01,2.02E+01,2.02E+01
5497,1.30E+01,2.03E+01,2.35E+01,2.35E+01
5498,1.45E+01,2.10E+01,2.75E+01,2.75E+01
5499,1.58E+01,2.07E+01,3.21E+01,3.21E+01
5500,1.68E+01,1.90E+01,3.70E+01,3.70E+01
5501,1.72E+01,1.56E+01,4.14E+01,4.14E+01
5502,1.69E+01,1.07E+01,4.45E+01,4.45E+01
5503,1.57E+01,4.91E+00,4.58E+01,4.58E+01
5504,1.35E+01,-7.62E-01,4.49E+01,4.49E+01
5505,1.07E+01,-5.31E+00,4.23E+01,4.23E+01
5506,7.46E+00,-8.25E+00,3.89E+01,3.89E+01
5507,4.32E+00,-9.71E+00,3.56E+01,3.56E+01
5508,1.51E+00,-1.02E+01,3.29E+01,3.29E+01
5509,-8.24E-01,-1.01E+01,3.08E+01,3.08E+01
5510,-2.68E+00,-9.87E+00,2.93E+01,2.93E+01
5511,-4.12E+00,-9.60E+00,2.83E+01,2.83E+01
5512,-5.22E+00,-9.39E+00,2.76E+01,2.76E+01
5513,-6.05E+00,-9.24E+00,2.71E+01,2.71E+01
5514,-6.69E+00,-9.17E+00,2.68E+01,2.68E+01
5515,-7.19E+00,-9.15E+00,2.66E+01,2.66E+01
5516,-7.58E+00,-9.18E+00,2.65E+01,2.65E+01
5517,-7.90E+00,-9.23E+00,2.64E+01,2.64E+01
5518,-8.17E+00,-9.29E+00,2.65E+01,2.65E+01
5519,-8.39E+00,-9.35E+00,2.66E+01,2.66E+01
5520,-8.58E+00,-9.40E+00,2.67E+01,2.67E+01
5521,-8.75E+00,-9.43E+00,2.69E+01,2.69E+01
5522,-8.88E+00,-9.43E+00,2.71E+01,2.71E+01
5523,-8.99E+00,-9.39E+00,2.74E+01,2.74E+01
5524,-9.07E+00,-9.32E+00,2.76E+01,2.76E+01
5525,-9.12E+00,-9.21E+00,2.78E+01,2.78E+01
5526,-9.14E+00,-9.05E+00,2.80E+01,2.80E+01
5527,-9.12E+00,-8.87E+00,2.82E+01,2.82E+01
5528,-9.07E+00,-8.66E+00,2.83E+01,2.83E+01
5529,-8.99E+00,-8.43E+00,2.84E+01,2.84E+01
5530,-8.88E+00,-8.20E+00,2.84E+01,2.84E+01
5531,-8.74E+00,-7.97E+00,2.83E+01,2.83E+01
5532,-8.59E+00,-7.76E+00,2.82E+01,2.82E+01
5533,-8.42E+00,-7.57E+00,2.80E+01,2.80E+01
5534,-8.25E+00,-7.42E+00,2.78E+01,2.78E+01
5535,-8.09E+00,-7.30E+00,2.75E+01,2.75E+01
5536,-7.93E+00,-7.23E+00,2.73E+01,2.73E+01
5537,-7.79E+00,-7.21E+00,2.69E+01,2.69E+01
5538,-7.67E+00,-7.23E+00,2.66E+01,2.66E+01
5539,-7.58E+00,-7.29E+00,2.63E+01,2.63E+01
5540,-7.53E+00,-7.40E+00,2.60E+01,2.60E+01
5541,-7.50E+00,-7.55E+00,2.58E+01,2.58E+01
5542,-7.51E+00,-7.74E+00,2.55E+01,2.55E+01
5543,-7.56E+00,-7.95E+00,2.53E+01,2.53E+01
5544,-7.64E+00,-8.20E+00,2.52E+01,2.52E+01
5545,-7.75E+00,-8.47E+00,2.51E+01,2.51E+01
5546,-7.89E+00,-8.76E+00,2.50E+01,2.50E+01
5547,-8.07E+00,-9.05E+00,2.51E+01,2.51E+01
5548,-8.26E+00,-9.33E+00,2.52E+01,2.52E+01
5549,-8.48E+00,-9.61E+00,2.54E+01,2.54E+01
5550,-8.70E+00,-9.85E+00,2.57E+01,2.57E+01
5551,-8.93E+00,-1.01E+01,2.60E+01,2.60E+01
5552,-9.16E+00,-1.02E+01,2.64E+01,2.64E+01
5553,-9.37E+00,-1.03E+01,2.69E+01,2.69E+01
5554,-9.55E+00,-1.03E+01,2.74E+01,2.74E+01
5555,-9.70E+00,-1.02E+01,2.79E+01,2.79E+01
5556,-9.80E+00,-1.00E+01,2.84E+01,2.84E+01
5557,-9.84E+00,-9.74E+00,2.88E+01,2.88E+01
5558,-9.82E+00,-9.38E+00,2.92E+01,2.92E+01
5559,-9.73E+00,-8.95E+00,2.95E+01,2.95E+01
5560,-9.58E+00,-8.48E+00,2.97E+01,2.97E+01
5561,-9.36E+00,-7.99E+00,2.97E+01,2.97E+01
5562,-9.09E+00,-7.51E+00,2.96E+01,2.96E+01
5563,-8.77E+00,-7.07E+00,2.94E+01,2.94E+01
5564,-8.43E+00,-6.68E+00,2.91E+01,2.91E+01
5565,-8.08E+00,-6.36E+00,2.87E+01,2.87E+01
5566,-7.74E+00,-6.13E+00,2.82E+01,2.82E+01
5567,-7.41E+00,-5.98E+00,2.76E+01,2.76E+01
5568,-7.13E+00,-5.92E+00,2.70E+01,2.70E+01
5569,-6.89E+00,-5.94E+00,2.64E+01,2.64E+01
5570,-6.70E+00,-6.04E+00,2.58E+01,2.58E+01
5571,-6.57E+00,-6.21E+00,2.53E+01,2.53E+01
5572,-6.49E+00,-6.45E+00,2.47E+01,2.47E+01
5573,-6.48E+00,-6.74E+00,2.42E+01,2.42E+01
5574,-6.54E+00,-7.09E+00,2.38E+01,2.38E+01
5575,-6.65E+00,-7.50E+00,2.35E+01,2.35E+01
5576,-6.82E+00,-7.95E+00,2.32E+01,2.32E+01
5577,-7.04E+00,-8.44E+00,2.31E+01,2.31E+01
5578,-7.32E+00,-8.96E+00,2.30E+01,2.30E+01
5579,-7.65E+00,-9.51E+00,2.31E+01,2.31E+01
5580,-8.02E+00,-1.01E+01,2.33E+01,2.33E+01
5581,-8.43E+00,-1.06E+01,2.37E+01,2.37E+01
5582,-8.87E+00,-1.11E+01,2.42E+01,2.42E+01
5583,-9.32E+00,-1.16E+01,2.49E+01,2.49E+01
5584,-9.77E+00,-1.19E+01,2.57E+01,2.57E+01
5585,-1.02E+01,-1.21E+01,2.67E+01,2.67E+01
5586,-1.06E+01,-1.21E+01,2.77E+01,2.77E+01
5587,-1.09E+01,-1.20E+01,2.88E+01,2.88E+01
5588,-1.11E+01,-1.15E+01,2.99E+01,2.99E+01
5589,-1.12E+01,-1.09E+01,3.09E+01,3.09E+01
5590,-1.11E+01,-1.00E+01,3.17E+01,3.17E+01
5591,-1.09E+01,-9.00E+00,3.22E+01,3.22E+01
5592,-1.05E+01,-7.90E+00,3.24E+01,3.24E+01
5593,-1.00E+01,-6.81E+00,3.24E+01,3.24E+01
5594,-9.36E+00,-5.80E+00,3.20E+01,3.20E+01
5595,-8.65E+00,-4.93E+00,3.14E+01,3.14E+01
5596,-7.91E+00,-4.25E+00,3.06E+01,3.06E+01
5597,-7.17E+00,-3.75E+00,2.96E+01,2.96E+01
5598,-6.49E+00,-3.45E+00,2.86E+01,2.86E+01
5599,-5.88E+00,-3.31E+00,2.75E+01,2.75E+01
5600,-5.37E+00,-3.30E+00,2.64E+01,2.64E+01
5601,-4.95E+00,-3.40E+00,2.54E+01,2.54E+01
5602,-4.64E+00,-3.60E+00,2.43E+01,2.43E+01
5603,-4.43E+00,-3.86E+00,2.34E+01,2.34E+01
5604,-4.32E+00,-4.20E+00,2.25E+01,2.25E+01
5605,-4.29E+00,-4.59E+00,2.16E+01,2.16E+01
5606,-4.35E+00,-5.04E+00,2.09E+01,2.09E+01
5607,-4.49E+00,-5.56E+00,2.02E+01,2.02E+01
5608,-4.71E+00,-6.15E+00,1.96E+01,1.96E+01
5609,-4.99E+00,-6.82E+00,1.92E+01,1.92E+01
5610,-5.36E+00,-7.56E+00,1.88E+01,1.88E+01
5611,-5.80E+00,-8.40E+00,1.86E+01,1.86E+01
5612,-6.32E+00,-9.31E+00,1.86E+01,1.86E+01
5613,-6.92E+00,-1.03E+01,1.88E+01,1.88E+01
5614,-7.60E+00,-1.14E+01,1.92E+01,1.92E+01
5615,-8.35E+00,-1.25E+01,1.99E+01,1.99E+01
5616,-9.18E+00,-1.36E+01,2.09E+01,2.09E+01
5617,-1.01E+01,-1.46E+01,2.23E+01,2.23E+01
5618,-1.10E+01,-1.55E+01,2.41E+01,2.41E+01
5619,-1.19E+01,-1.60E+01,2.62E+01,2.62E+01
5620,-1.27E+01,-1.61E+01,2.86E+01,2.86E+01
5621,-1.34E+01,-1.57E+01,3.12E+01,3.12E+01
5622,-1.38E+01,-1.45E+01,3.37E+01,3.37E+01
5623,-1.40E+01,-1.26E+01,3.59E+01,3.59E+01
5624,-1.37E+01,-1.02E+01,3.75E+01,3.75E+01
5625,-1.30E+01,-7.36E+00,3.83E+01,3.83E+01
5626,-1.19E+01,-4.53E+00,3.82E+01,3.82E+01
5627,-1.04E+01,-2.02E+00,3.72E+01,3.72E+01
5628,-8.72E+00,-6.80E-02,3.56E+01,3.56E+01
5629,-6.99E+00,1.27E+00,3.38E+01,3.38E+01
5630,-5.34E+00,2.05E+00,3.18E+01,3.18E+01
5631,-3.86E+00,2.41E+00,2.99E+01,2.99E+01
5632,-2.61E+00,2.51E+00,2.81E+01,2.81E+01
5633,-1.59E+00,2.46E+00,2.65E+01,2.65E+01
5634,-7.76E-01,2.36E+00,2.50E+01,2.50E+01
5635,-1.48E-01,2.27E+00,2.36E+01,2.36E+01
5636,3.36E-01,2.21E+00,2.23E+01,2.23E+01
5637,7.11E-01,2.21E+00,2.12E+01,2.12E+01
5638,1.01E+00,2.26E+00,2.01E+01,2.01E+01
5639,1.26E+00,2.37E+00,1.90E+01,1.90E+01
5640,1.48E+00,2.55E+00,1.81E+01,1.81E+01
5641,1.70E+00,2.79E+00,1.72E+01,1.72E+01
5642,1.92E+00,3.11E+00,1.64E+01,1.64E+01
5643,2.15E+00,3.49E+00,1.56E+01,1.56E+01
5644,2.42E+00,3.95E+00,1.49E+01,1.49E+01
5645,2.73E+00,4.51E+00,1.43E+01,1.43E+01
5646,3.08E+00,5.16E+00,1.38E+01,1.38E+01
